Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Apoc1	ENSMUST00000045035.5	apolipoprotein C-I 	15662	1	0	0	1	0	mmu-miR-146a-3p	-0.34	-0.35	< 0.1
Slc7a13	ENSMUST00000035890.7	solute carrier family 7, (cationic amino acid transporter, y+ system) member 13 	2679	2	0	1	1	4	mmu-miR-146a-3p	-0.34	-0.39	< 0.1
Sft2d2	ENSMUST00000043338.4	SFT2 domain containing 2 	395	3	1	0	2	2	mmu-miR-146a-3p	-0.34	-0.48	< 0.1
Slc12a1	ENSMUST00000110494.3	solute carrier family 12, member 1 	661	2	0	1	1	0	mmu-miR-146a-3p	-0.34	-0.35	< 0.1
Nthl1	ENSMUST00000047611.2	nth (endonuclease III)-like 1 (E.coli) 	100	1	0	1	0	0	mmu-miR-146a-3p	-0.34	-0.40	< 0.1
Cbln4	ENSMUST00000087950.3	cerebellin 4 precursor protein 	11	1	1	0	0	0	mmu-miR-146a-3p	-0.34	-0.34	< 0.1
B3gnt2	ENSMUST00000062844.10	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 	690	1	1	0	0	0	mmu-miR-146a-3p	-0.34	-0.34	< 0.1
Arl8a	ENSMUST00000027684.5	ADP-ribosylation factor-like 8A 	1254	1	1	0	0	0	mmu-miR-146a-3p	-0.34	-0.34	< 0.1
Uba2	ENSMUST00000102746.5	ubiquitin-like modifier activating enzyme 2 	3921	1	1	0	0	0	mmu-miR-146a-3p	-0.34	-0.34	< 0.1
Clec9a	ENSMUST00000164513.3	C-type lectin domain family 9, member a 	20	7	1	2	4	1	mmu-miR-146a-3p	-0.34	-0.66	< 0.1
Uhmk1	ENSMUST00000123399.1	U2AF homology motif (UHM) kinase 1 	267	4	0	0	4	1	mmu-miR-146a-3p	-0.34	-0.39	< 0.1
Klrc1	ENSMUST00000032270.7	killer cell lectin-like receptor subfamily C, member 1 	5	1	1	0	0	0	mmu-miR-146a-3p	-0.34	-0.34	< 0.1
Atg10	ENSMUST00000022119.4	autophagy related 10 	264	1	0	0	1	0	mmu-miR-146a-3p	-0.34	-0.34	< 0.1
Il1a	ENSMUST00000028882.1	interleukin 1 alpha 	12	1	1	0	0	0	mmu-miR-146a-3p	-0.34	-0.34	< 0.1
Aspn	ENSMUST00000021820.7	asporin 	299	1	1	0	0	0	mmu-miR-146a-3p	-0.34	-0.43	< 0.1
Klrb1c	ENSMUST00000167691.3	killer cell lectin-like receptor subfamily B member 1C 	9	1	1	0	0	1	mmu-miR-146a-3p	-0.34	-0.45	< 0.1
Fam53b	ENSMUST00000097998.3	family with sequence similarity 53, member B 	329	3	1	1	1	1	mmu-miR-146a-3p	-0.34	-0.37	< 0.1
Scn9a	ENSMUST00000100064.3	sodium channel, voltage-gated, type IX, alpha 	5	2	0	0	2	1	mmu-miR-146a-3p	-0.34	-0.34	< 0.1
Gja1	ENSMUST00000068581.7	gap junction protein, alpha 1 	1887	3	0	1	2	0	mmu-miR-146a-3p	-0.34	-0.36	< 0.1
Acvr1c	ENSMUST00000028178.8	activin A receptor, type IC 	173	3	0	2	1	1	mmu-miR-146a-3p	-0.34	-0.38	< 0.1
Mkl2	ENSMUST00000149359.1	MKL/myocardin-like 2 	773	3	0	2	1	2	mmu-miR-146a-3p	-0.34	-0.34	< 0.1
Zfp868	ENSMUST00000121886.2	zinc finger protein 868 	495	1	1	0	0	0	mmu-miR-146a-3p	-0.34	-0.34	< 0.1
Stil	ENSMUST00000030490.7	Scl/Tal1 interrupting locus 	27	3	0	1	2	1	mmu-miR-146a-3p	-0.34	-0.42	< 0.1
Fech	ENSMUST00000025484.7	ferrochelatase 	5989	2	0	1	1	0	mmu-miR-146a-3p	-0.34	-0.34	< 0.1
Gm14137	ENSMUST00000069711.2	predicted gene 14137 	5	2	0	0	2	1	mmu-miR-146a-3p	-0.34	-0.34	< 0.1
Cldn25	ENSMUST00000023426.6	claudin 25 	133	1	1	0	0	2	mmu-miR-146a-3p	-0.34	-0.45	< 0.1
Cmklr1	ENSMUST00000047936.7	chemokine-like receptor 1 	1165	4	3	0	1	1	mmu-miR-146a-3p	-0.33	-0.38	< 0.1
Tmem263	ENSMUST00000095383.4	transmembrane protein 263 	1292	1	1	0	0	0	mmu-miR-146a-3p	-0.33	-0.35	< 0.1
Nup62cl	ENSMUST00000101212.3	nucleoporin 62 C-terminal like 	23	2	2	0	0	0	mmu-miR-146a-3p	-0.33	-0.58	< 0.1
Tmem41a	ENSMUST00000023562.7	transmembrane protein 41a 	283	1	1	0	0	0	mmu-miR-146a-3p	-0.33	-0.38	< 0.1
Ccng2	ENSMUST00000031331.7	cyclin G2 	875	1	1	0	0	0	mmu-miR-146a-3p	-0.33	-0.33	< 0.1
4932438H23Rik	ENSMUST00000035689.2	RIKEN cDNA 4932438H23 gene 	9	3	1	1	1	1	mmu-miR-146a-3p	-0.33	-0.48	< 0.1
Spice1	ENSMUST00000050897.6	spindle and centriole associated protein 1 	250	2	1	1	0	0	mmu-miR-146a-3p	-0.33	-0.35	< 0.1
Gm8439	ENSMUST00000171482.1	predicted gene 8439 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.33	-0.33	< 0.1
Cks1b	ENSMUST00000029679.3	CDC28 protein kinase 1b 	52	1	1	0	0	0	mmu-miR-146a-3p	-0.33	-0.58	< 0.1
Slfn3	ENSMUST00000019130.7	schlafen 3 	43	2	0	1	1	3	mmu-miR-146a-3p	-0.33	-0.38	< 0.1
Atp6v1c2	ENSMUST00000095820.6	ATPase, H+ transporting, lysosomal V1 subunit C2 	38	1	0	0	1	0	mmu-miR-146a-3p	-0.33	-0.33	< 0.1
Atf6	ENSMUST00000027974.6	activating transcription factor 6 	1435	3	1	1	1	0	mmu-miR-146a-3p	-0.33	-0.34	< 0.1
Spata13	ENSMUST00000022566.8	spermatogenesis associated 13 	550	2	0	0	2	2	mmu-miR-146a-3p	-0.33	-0.35	< 0.1
Slc25a32	ENSMUST00000022908.8	solute carrier family 25, member 32 	249	1	1	0	0	0	mmu-miR-146a-3p	-0.33	-0.33	< 0.1
Siah1a	ENSMUST00000045296.4	seven in absentia 1A 	19	3	1	1	1	0	mmu-miR-146a-3p	-0.33	-0.47	< 0.1
Thoc7	ENSMUST00000065865.8	THO complex 7 homolog (Drosophila) 	252	1	1	0	0	0	mmu-miR-146a-3p	-0.33	-0.50	< 0.1
A930002H24Rik	ENSMUST00000050753.3	RIKEN cDNA A930002H24 gene 	30	1	1	0	0	0	mmu-miR-146a-3p	-0.33	-0.33	< 0.1
Asxl2	ENSMUST00000111215.4	additional sex combs like 2 (Drosophila) 	535	5	2	1	2	0	mmu-miR-146a-3p	-0.32	-0.50	< 0.1
Epha5	ENSMUST00000053733.9	Eph receptor A5 	5	3	1	2	0	1	mmu-miR-146a-3p	-0.32	-0.45	< 0.1
Gm6367	ENSMUST00000178646.1	predicted gene 6367 	5	1	1	0	0	0	mmu-miR-146a-3p	-0.32	-0.32	< 0.1
Leprel1	ENSMUST00000039990.5	leprecan-like 1 	172	3	1	1	1	2	mmu-miR-146a-3p	-0.32	-0.60	< 0.1
Ccr3	ENSMUST00000039171.7	chemokine (C-C motif) receptor 3 	40	1	1	0	0	0	mmu-miR-146a-3p	-0.32	-0.32	< 0.1
Stk25	ENSMUST00000027498.8	serine/threonine kinase 25 (yeast) 	2905	1	1	0	0	0	mmu-miR-146a-3p	-0.32	-0.32	< 0.1
Gle1	ENSMUST00000019859.8	GLE1 RNA export mediator (yeast) 	692	2	0	1	1	1	mmu-miR-146a-3p	-0.32	-0.38	< 0.1
Tmem139	ENSMUST00000095987.3	transmembrane protein 139 	80	1	1	0	0	0	mmu-miR-146a-3p	-0.32	-0.33	< 0.1
Cylc1	ENSMUST00000101282.2	cylicin, basic protein of sperm head cytoskeleton 1 	6	1	1	0	0	0	mmu-miR-146a-3p	-0.32	-0.32	< 0.1
Zfp874a	ENSMUST00000075255.5	zinc finger protein 874a 	12	2	1	0	1	0	mmu-miR-146a-3p	-0.32	-0.32	< 0.1
Klf7	ENSMUST00000114086.2	Kruppel-like factor 7 (ubiquitous) 	1571	3	0	1	2	2	mmu-miR-146a-3p	-0.32	-0.33	< 0.1
Pla2g4e	ENSMUST00000090071.4	phospholipase A2, group IVE 	9	3	0	0	3	0	mmu-miR-146a-3p	-0.32	-0.32	< 0.1
Slc7a2	ENSMUST00000057784.9	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 	3113	4	0	2	2	2	mmu-miR-146a-3p	-0.32	-0.34	< 0.1
Tbc1d9b	ENSMUST00000101270.4	TBC1 domain family, member 9B 	319	2	0	0	2	1	mmu-miR-146a-3p	-0.32	-0.38	< 0.1
Ctsa	ENSMUST00000017904.3	cathepsin A 	8763	1	0	0	1	1	mmu-miR-146a-3p	-0.31	-0.32	< 0.1
H3f3b	ENSMUST00000106454.2	H3 histone, family 3B 	1229	1	1	0	0	0	mmu-miR-146a-3p	-0.31	-0.32	< 0.1
Abce1	ENSMUST00000080536.6	ATP-binding cassette, sub-family E (OABP), member 1 	6720	2	0	1	1	0	mmu-miR-146a-3p	-0.31	-0.32	< 0.1
Bola3	ENSMUST00000136501.1	bolA-like 3 (E. coli) 	2169	1	0	1	0	1	mmu-miR-146a-3p	-0.31	-0.31	< 0.1
Zfp12	ENSMUST00000032591.9	zinc finger protein 12 	651	2	0	0	2	1	mmu-miR-146a-3p	-0.31	-0.31	< 0.1
Lias	ENSMUST00000031101.4	lipoic acid synthetase 	1564	2	0	0	2	4	mmu-miR-146a-3p	-0.31	-0.51	< 0.1
1700013D24Rik	ENSMUST00000112537.2	RIKEN cDNA 1700013D24 gene 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.31	-0.31	< 0.1
Bag6	ENSMUST00000025250.8	BCL2-associated athanogene 6 	4819	1	0	1	0	0	mmu-miR-146a-3p	-0.31	-0.31	< 0.1
Fshb	ENSMUST00000028533.6	follicle stimulating hormone beta 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.31	-0.31	< 0.1
Aak1	ENSMUST00000089519.7	AP2 associated kinase 1 	1079	4	1	0	3	6	mmu-miR-146a-3p	-0.31	-0.32	< 0.1
Wdr77	ENSMUST00000010278.6	WD repeat domain 77 	8489	1	1	0	0	0	mmu-miR-146a-3p	-0.31	-0.31	< 0.1
Dpy19l4	ENSMUST00000084892.6	dpy-19-like 4 (C. elegans) 	673	2	1	0	1	0	mmu-miR-146a-3p	-0.31	-0.31	< 0.1
Mrgprb1	ENSMUST00000094384.3	MAS-related GPR, member B1 	18	2	0	1	1	1	mmu-miR-146a-3p	-0.31	-0.34	< 0.1
Rnaseh2c	ENSMUST00000025864.5	ribonuclease H2, subunit C 	2578	1	0	0	1	0	mmu-miR-146a-3p	-0.31	-0.31	< 0.1
Gins4	ENSMUST00000033950.5	GINS complex subunit 4 (Sld5 homolog) 	920	1	0	0	1	2	mmu-miR-146a-3p	-0.31	-0.31	< 0.1
Insrr	ENSMUST00000029711.3	insulin receptor-related receptor 	23	2	0	0	2	0	mmu-miR-146a-3p	-0.31	-0.32	< 0.1
BC026585	ENSMUST00000119891.1	cDNA sequence BC026585 	127	2	2	0	0	1	mmu-miR-146a-3p	-0.31	-0.47	< 0.1
Pcgf6	ENSMUST00000026032.5	polycomb group ring finger 6 	76	1	1	0	0	0	mmu-miR-146a-3p	-0.31	-0.31	< 0.1
Spsb4	ENSMUST00000055433.4	splA/ryanodine receptor domain and SOCS box containing 4 	25	2	0	0	2	0	mmu-miR-146a-3p	-0.31	-0.36	< 0.1
Kcnj14	ENSMUST00000071937.5	potassium inwardly-rectifying channel, subfamily J, member 14 	135	2	0	0	2	0	mmu-miR-146a-3p	-0.31	-0.31	< 0.1
Rpl31	ENSMUST00000179954.2	ribosomal protein L31 	942	1	1	0	0	1	mmu-miR-146a-3p	-0.31	-0.58	< 0.1
Gm6040	ENSMUST00000095430.3	predicted gene 6040 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.31	-0.31	< 0.1
Apbb1	ENSMUST00000191011.1	amyloid beta (A4) precursor protein-binding, family B, member 1 	167	1	1	0	0	0	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Adam6b	ENSMUST00000063317.2	a disintegrin and metallopeptidase domain 6B 	6	1	0	1	0	0	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Cnga4	ENSMUST00000033187.4	cyclic nucleotide gated channel alpha 4 	5	2	0	0	2	0	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Zfp260	ENSMUST00000050735.6	zinc finger protein 260 	2039	1	1	0	0	1	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Syt10	ENSMUST00000029441.3	synaptotagmin X 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Idh3a	ENSMUST00000167866.1	isocitrate dehydrogenase 3 (NAD+) alpha 	14492	2	0	2	0	0	mmu-miR-146a-3p	-0.30	-0.44	< 0.1
Nrn1	ENSMUST00000037623.9	neuritin 1 	117	1	1	0	0	0	mmu-miR-146a-3p	-0.30	-0.34	< 0.1
Eci2	ENSMUST00000171229.2	enoyl-Coenzyme A delta isomerase 2 	325	1	0	1	0	0	mmu-miR-146a-3p	-0.30	-0.31	< 0.1
Slc10a2	ENSMUST00000023835.1	solute carrier family 10, member 2 	818	1	1	0	0	1	mmu-miR-146a-3p	-0.30	-0.31	< 0.1
Upp2	ENSMUST00000059102.7	uridine phosphorylase 2 	1221	1	0	0	1	1	mmu-miR-146a-3p	-0.30	-0.41	< 0.1
Fam115c	ENSMUST00000031879.3	family with sequence similarity 115, member C 	53	1	1	0	0	0	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Tktl1	ENSMUST00000010127.6	transketolase-like 1 	5	2	1	1	0	0	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Prph2	ENSMUST00000024773.5	peripherin 2 	7	1	1	0	0	1	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Kcnq1	ENSMUST00000185383.1	potassium voltage-gated channel, subfamily Q, member 1 	210	2	0	0	2	0	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
C1rb	ENSMUST00000184647.1	complement component 1, r subcomponent B 	10	1	0	0	1	0	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Gemin7	ENSMUST00000117222.1	gem (nuclear organelle) associated protein 7 	4483	1	0	0	1	0	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Dscr3	ENSMUST00000023615.6	Down syndrome critical region gene 3 	600	5	0	3	2	1	mmu-miR-146a-3p	-0.30	-0.54	< 0.1
Trub2	ENSMUST00000048044.6	TruB pseudouridine (psi) synthase homolog 2 (E. coli) 	270	3	1	1	1	3	mmu-miR-146a-3p	-0.30	-0.34	< 0.1
Pkp2	ENSMUST00000039408.2	plakophilin 2 	3222	1	0	1	0	0	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Arg1	ENSMUST00000020161.8	arginase, liver 	11649	1	0	1	0	2	mmu-miR-146a-3p	-0.30	-0.35	< 0.1
BC035044	ENSMUST00000160290.2	cDNA sequence BC035044 	33	1	0	1	0	4	mmu-miR-146a-3p	-0.30	-0.32	< 0.1
Orly	ENSMUST00000188554.1	oppositely-transcribed, rearranged locus on the Y 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Ntng1	ENSMUST00000156177.3	netrin G1 	13	1	1	0	0	0	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Zfp433	ENSMUST00000085664.5	RIKEN cDNA 1700123A16 gene 	0	1	0	0	1	1	mmu-miR-146a-3p	-0.30	-0.30	< 0.1
Dnajc6	ENSMUST00000106930.2	DnaJ (Hsp40) homolog, subfamily C, member 6 	55	2	1	0	1	0	mmu-miR-146a-3p	-0.30	-0.37	< 0.1
Syap1	ENSMUST00000033723.3	synapse associated protein 1 	1477	2	0	2	0	0	mmu-miR-146a-3p	-0.30	-0.31	< 0.1
1700012B09Rik	ENSMUST00000060330.4	RIKEN cDNA 1700012B09 gene 	9	1	0	1	0	1	mmu-miR-146a-3p	-0.30	-0.37	< 0.1
Gria4	ENSMUST00000027020.7	glutamate receptor, ionotropic, AMPA4 (alpha 4) 	13	3	0	2	1	1	mmu-miR-146a-3p	-0.29	-0.29	< 0.1
Gm5431	ENSMUST00000109210.2	predicted gene 5431 	42	1	1	0	0	0	mmu-miR-146a-3p	-0.29	-0.29	< 0.1
Gng4	ENSMUST00000021734.7	guanine nucleotide binding protein (G protein), gamma 4 	18	1	1	0	0	0	mmu-miR-146a-3p	-0.29	-0.29	< 0.1
Lmod3	ENSMUST00000095655.2	leiomodin 3 (fetal) 	641	1	1	0	0	1	mmu-miR-146a-3p	-0.29	-0.30	< 0.1
Eif3i	ENSMUST00000102593.5	eukaryotic translation initiation factor 3, subunit I 	304	1	0	0	1	0	mmu-miR-146a-3p	-0.29	-0.30	< 0.1
Zfp719	ENSMUST00000058104.7	zinc finger protein 719 	547	3	0	0	3	0	mmu-miR-146a-3p	-0.29	-0.40	< 0.1
Icmt	ENSMUST00000048892.8	isoprenylcysteine carboxyl methyltransferase 	720	1	1	0	0	2	mmu-miR-146a-3p	-0.29	-0.33	< 0.1
Lypla1	ENSMUST00000119612.3	lysophospholipase 1 	6785	2	0	1	1	3	mmu-miR-146a-3p	-0.29	-0.49	< 0.1
Serf2	ENSMUST00000139253.2	small EDRK-rich factor 2 	2428	2	0	1	1	2	mmu-miR-146a-3p	-0.29	-0.34	< 0.1
Slc35d1	ENSMUST00000150285.2	solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1 	1103	2	1	0	1	1	mmu-miR-146a-3p	-0.29	-0.31	< 0.1
Mrpl30	ENSMUST00000027256.6	mitochondrial ribosomal protein L30 	1256	3	0	0	3	0	mmu-miR-146a-3p	-0.29	-0.51	< 0.1
Skint3	ENSMUST00000038455.6	selection and upkeep of intraepithelial T cells 3 	5	2	0	0	2	0	mmu-miR-146a-3p	-0.29	-0.29	< 0.1
Gal3st2	ENSMUST00000094663.3	galactose-3-O-sulfotransferase 2 	5	1	1	0	0	0	mmu-miR-146a-3p	-0.29	-0.29	< 0.1
Tmem81	ENSMUST00000058167.2	transmembrane protein 81 	15	1	0	1	0	0	mmu-miR-146a-3p	-0.29	-0.29	< 0.1
Gm9994	ENSMUST00000178757.2	predicted gene 9994 	5	1	1	0	0	0	mmu-miR-146a-3p	-0.29	-0.29	< 0.1
Pdpk1	ENSMUST00000102927.4	3-phosphoinositide dependent protein kinase 1 	2919	1	0	0	1	3	mmu-miR-146a-3p	-0.29	-0.29	< 0.1
Akr1c14	ENSMUST00000118717.3	aldo-keto reductase family 1, member C14 	5614	3	0	1	2	0	mmu-miR-146a-3p	-0.29	-0.48	< 0.1
Olfr558	ENSMUST00000094124.3	olfactory receptor 558 	20	2	0	1	1	0	mmu-miR-146a-3p	-0.29	-0.30	< 0.1
Gulo	ENSMUST00000059970.7	gulonolactone (L-) oxidase 	286	1	1	0	0	2	mmu-miR-146a-3p	-0.29	-0.31	< 0.1
Tspan12	ENSMUST00000120965.2	tetraspanin 12 	4211	1	1	0	0	0	mmu-miR-146a-3p	-0.29	-0.29	< 0.1
Zfp358	ENSMUST00000061508.7	zinc finger protein 358 	928	1	0	1	0	0	mmu-miR-146a-3p	-0.29	-0.29	< 0.1
Exoc6b	ENSMUST00000160197.2	exocyst complex component 6B 	208	4	0	0	4	3	mmu-miR-146a-3p	-0.29	-0.41	< 0.1
Slc24a3	ENSMUST00000110007.2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 	677	1	1	0	0	0	mmu-miR-146a-3p	-0.29	-0.29	< 0.1
Oma1	ENSMUST00000035780.3	OMA1 homolog, zinc metallopeptidase (S. cerevisiae) 	388	1	0	0	1	0	mmu-miR-146a-3p	-0.29	-0.29	< 0.1
Aass	ENSMUST00000031707.8	aminoadipate-semialdehyde synthase 	3788	2	0	1	1	2	mmu-miR-146a-3p	-0.29	-0.38	< 0.1
Olfr1180	ENSMUST00000099824.3	olfactory receptor 1180 	0	1	0	1	0	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
4930451C15Rik	ENSMUST00000100123.4	RIKEN cDNA 4930451C15 gene 	29	1	0	1	0	1	mmu-miR-146a-3p	-0.28	-0.30	< 0.1
Usp29	ENSMUST00000054055.6	ubiquitin specific peptidase 29 	0	2	1	1	0	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Large	ENSMUST00000119826.2	like-glycosyltransferase 	173	3	1	0	2	1	mmu-miR-146a-3p	-0.28	-0.41	< 0.1
D8Ertd738e	ENSMUST00000019506.7	DNA segment, Chr 8, ERATO Doi 738, expressed 	5843	1	0	0	1	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Dalrd3	ENSMUST00000019183.8	DALR anticodon binding domain containing 3 	47	1	0	0	1	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Bmpr1b	ENSMUST00000029948.9	bone morphogenetic protein receptor, type 1B 	48	1	1	0	0	1	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Kcnq3	ENSMUST00000070256.7	potassium voltage-gated channel, subfamily Q, member 3 	10	3	1	0	2	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Gmnc	ENSMUST00000089832.4	geminin coiled-coil domain containing 	6	2	1	0	1	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Lysmd2	ENSMUST00000034702.4	LysM, putative peptidoglycan-binding, domain containing 2 	1214	1	0	0	1	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Gm10401	ENSMUST00000100848.2	predicted gene 10401 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Rab30	ENSMUST00000032879.8	RAB30, member RAS oncogene family 	202	2	1	1	0	5	mmu-miR-146a-3p	-0.28	-0.51	< 0.1
Brs3	ENSMUST00000033464.3	bombesin-like receptor 3 	5	2	1	1	0	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Armcx1	ENSMUST00000051256.4	armadillo repeat containing, X-linked 1 	539	1	0	0	1	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Zfp746	ENSMUST00000073124.6	zinc finger protein 746 	116	2	0	1	1	1	mmu-miR-146a-3p	-0.28	-0.29	< 0.1
Vac14	ENSMUST00000034190.9	Vac14 homolog (S. cerevisiae) 	521	1	0	0	1	0	mmu-miR-146a-3p	-0.28	-0.29	< 0.1
Fgr	ENSMUST00000030693.7	Gardner-Rasheed feline sarcoma viral (Fgr) oncogene homolog 	99	1	1	0	0	1	mmu-miR-146a-3p	-0.28	-0.33	< 0.1
Prdx1	ENSMUST00000135573.2	peroxiredoxin 1 	47826	1	0	0	1	2	mmu-miR-146a-3p	-0.28	-0.36	< 0.1
Ica1l	ENSMUST00000027172.7	islet cell autoantigen 1-like 	18	2	0	1	1	2	mmu-miR-146a-3p	-0.28	-0.33	< 0.1
Prom1	ENSMUST00000171543.2	prominin 1 	24	2	0	1	1	1	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Treh	ENSMUST00000034609.5	trehalase (brush-border membrane glycoprotein) 	1572	1	0	1	0	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Rimklb	ENSMUST00000068242.6	ribosomal modification protein rimK-like family member B 	216	1	1	0	0	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Ptpn4	ENSMUST00000064091.6	protein tyrosine phosphatase, non-receptor type 4 	598	2	0	2	0	2	mmu-miR-146a-3p	-0.28	-0.31	< 0.1
1700066M21Rik	ENSMUST00000042734.2	RIKEN cDNA 1700066M21 gene 	228	2	1	1	0	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Aph1b	ENSMUST00000034934.9	anterior pharynx defective 1b homolog (C. elegans) 	105	2	0	0	2	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Acap2	ENSMUST00000058033.7	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 	199	2	1	0	1	0	mmu-miR-146a-3p	-0.28	-0.34	< 0.1
Gm21092	ENSMUST00000178995.1	predicted gene, 21092 	5	2	0	1	1	1	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Lrp2bp	ENSMUST00000110381.3	Lrp2 binding protein 	63	1	1	0	0	0	mmu-miR-146a-3p	-0.28	-0.28	< 0.1
Ctla4	ENSMUST00000097720.3	cytotoxic T-lymphocyte-associated protein 4 	11	1	1	0	0	1	mmu-miR-146a-3p	-0.28	-0.56	< 0.1
Ermn	ENSMUST00000090940.5	ermin, ERM-like protein 	5	2	0	0	2	1	mmu-miR-146a-3p	-0.27	-0.27	< 0.1
Pou2af1	ENSMUST00000034554.7	POU domain, class 2, associating factor 1 	15	2	0	1	1	0	mmu-miR-146a-3p	-0.27	-0.27	< 0.1
Vwc2	ENSMUST00000109681.2	von Willebrand factor C domain containing 2 	21	1	0	1	0	0	mmu-miR-146a-3p	-0.27	-0.27	< 0.1
Ppp1cb	ENSMUST00000015100.9	protein phosphatase 1, catalytic subunit, beta isoform 	16559	2	1	0	1	1	mmu-miR-146a-3p	-0.27	-0.45	< 0.1
3425401B19Rik	ENSMUST00000096038.3	RIKEN cDNA 3425401B19 gene 	1164	2	0	1	1	2	mmu-miR-146a-3p	-0.27	-0.49	< 0.1
Cdkn1b	ENSMUST00000067327.5	cyclin-dependent kinase inhibitor 1B 	1367	2	0	1	1	0	mmu-miR-146a-3p	-0.27	-0.27	< 0.1
Pomc	ENSMUST00000020990.5	pro-opiomelanocortin-alpha 	12	1	0	1	0	0	mmu-miR-146a-3p	-0.27	-0.27	< 0.1
Synpr	ENSMUST00000070323.6	synaptoporin 	13	2	0	0	2	0	mmu-miR-146a-3p	-0.27	-0.27	< 0.1
Ldhal6b	ENSMUST00000189788.1	lactate dehydrogenase A-like 6B 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.27	-0.27	< 0.1
Rsu1	ENSMUST00000028059.3	Ras suppressor protein 1 	865	1	0	1	0	3	mmu-miR-146a-3p	-0.27	-0.41	< 0.1
Chn2	ENSMUST00000067741.7	chimerin 2 	485	2	0	1	1	0	mmu-miR-146a-3p	-0.27	-0.35	< 0.1
Rars	ENSMUST00000018992.3	arginyl-tRNA synthetase 	34	1	0	1	0	0	mmu-miR-146a-3p	-0.27	-0.39	< 0.1
Cma1	ENSMUST00000022834.6	chymase 1, mast cell 	20	1	0	0	1	0	mmu-miR-146a-3p	-0.27	-0.27	< 0.1
As3mt	ENSMUST00000003655.7	arsenic (+3 oxidation state) methyltransferase 	394	2	0	1	1	0	mmu-miR-146a-3p	-0.27	-0.27	< 0.1
Echs1	ENSMUST00000026538.7	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial 	5210	3	0	2	1	1	mmu-miR-146a-3p	-0.27	-0.53	< 0.1
Mef2d	ENSMUST00000119251.2	myocyte enhancer factor 2D 	1438	2	1	1	0	1	mmu-miR-146a-3p	-0.27	-0.29	< 0.1
Slc16a12	ENSMUST00000009522.3	solute carrier family 16 (monocarboxylic acid transporters), member 12 	599	3	1	0	2	0	mmu-miR-146a-3p	-0.27	-0.43	< 0.1
Ddx25	ENSMUST00000034612.5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25 	47	4	0	1	3	2	mmu-miR-146a-3p	-0.27	-0.52	< 0.1
F2	ENSMUST00000028681.9	coagulation factor II 	585	2	0	1	1	0	mmu-miR-146a-3p	-0.27	-0.29	< 0.1
Gbp7	ENSMUST00000171263.2	guanylate binding protein 7 	188	3	0	1	2	0	mmu-miR-146a-3p	-0.27	-0.28	< 0.1
