Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Avpr1b	ENSMUST00000027690.6	arginine vasopressin receptor 1B 	5	1	1	0	0	1	mmu-miR-146b-3p	-0.29	-0.29	< 0.1
Thtpa	ENSMUST00000185121.2	thiamine triphosphatase 	259	1	0	1	0	0	mmu-miR-146b-3p	-0.29	-0.29	< 0.1
Sh2d4b	ENSMUST00000070328.4	SH2 domain containing 4B 	22	2	0	1	1	0	mmu-miR-146b-3p	-0.29	-0.40	< 0.1
Acad10	ENSMUST00000031412.6	acyl-Coenzyme A dehydrogenase family, member 10 	419	1	0	1	0	0	mmu-miR-146b-3p	-0.29	-0.29	< 0.1
Tbc1d22a	ENSMUST00000063414.8	TBC1 domain family, member 22a 	700	1	1	0	0	0	mmu-miR-146b-3p	-0.28	-0.28	< 0.1
Fam212a	ENSMUST00000048568.4	family with sequence similarity 212, member A 	19	1	0	0	1	0	mmu-miR-146b-3p	-0.28	-0.28	< 0.1
Marveld1	ENSMUST00000061111.9	MARVEL (membrane-associating) domain containing 1 	1933	2	1	0	1	0	mmu-miR-146b-3p	-0.28	-0.28	< 0.1
Zdhhc21	ENSMUST00000030110.9	zinc finger, DHHC domain containing 21 	885	1	1	0	0	0	mmu-miR-146b-3p	-0.28	-0.29	< 0.1
Mllt4	ENSMUST00000170827.3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 	976	1	1	0	0	1	mmu-miR-146b-3p	-0.28	-0.32	< 0.1
Sit1	ENSMUST00000030180.6	suppression inducing transmembrane adaptor 1 	17	2	0	1	1	1	mmu-miR-146b-3p	-0.28	-0.31	< 0.1
Carhsp1	ENSMUST00000008537.8	calcium regulated heat stable protein 1 	1872	2	0	1	1	1	mmu-miR-146b-3p	-0.28	-0.31	< 0.1
Hoxa11	ENSMUST00000048026.9	homeobox A11 	7	1	0	1	0	0	mmu-miR-146b-3p	-0.28	-0.28	< 0.1
Kcnk3	ENSMUST00000066295.2	potassium channel, subfamily K, member 3 	937	2	1	1	0	1	mmu-miR-146b-3p	-0.28	-0.28	< 0.1
Islr2	ENSMUST00000114144.3	immunoglobulin superfamily containing leucine-rich repeat 2 	34	2	1	0	1	0	mmu-miR-146b-3p	-0.28	-0.28	< 0.1
Alkbh8	ENSMUST00000053407.6	alkB, alkylation repair homolog 8 (E. coli) 	693	2	1	1	0	0	mmu-miR-146b-3p	-0.28	-0.34	< 0.1
Fgfbp3	ENSMUST00000057337.7	fibroblast growth factor binding protein 3 	47	1	0	0	1	1	mmu-miR-146b-3p	-0.28	-0.28	< 0.1
Top3a	ENSMUST00000002891.5	topoisomerase (DNA) III alpha 	53	2	2	0	0	1	mmu-miR-146b-3p	-0.28	-0.37	< 0.1
Ier2	ENSMUST00000060427.4	immediate early response 2 	655	3	1	1	1	1	mmu-miR-146b-3p	-0.28	-0.34	< 0.1
Rd3	ENSMUST00000175680.1	retinal degeneration 3 	11	1	0	0	1	2	mmu-miR-146b-3p	-0.28	-0.31	< 0.1
Fhl5	ENSMUST00000029922.8	four and a half LIM domains 5 	29	1	1	0	0	0	mmu-miR-146b-3p	-0.28	-0.34	< 0.1
Casp7	ENSMUST00000026062.9	caspase 7 	474	1	1	0	0	0	mmu-miR-146b-3p	-0.28	-0.28	< 0.1
Galm	ENSMUST00000039205.5	galactose mutarotase 	674	1	0	1	0	1	mmu-miR-146b-3p	-0.28	-0.30	< 0.1
Ankmy2	ENSMUST00000041640.3	ankyrin repeat and MYND domain containing 2 	210	1	1	0	0	0	mmu-miR-146b-3p	-0.28	-0.44	< 0.1
Gltp	ENSMUST00000012028.8	glycolipid transfer protein 	1093	1	0	1	0	0	mmu-miR-146b-3p	-0.28	-0.28	< 0.1
Lelp1	ENSMUST00000029535.4	late cornified envelope-like proline-rich 1 	5	1	0	1	0	1	mmu-miR-146b-3p	-0.28	-0.28	< 0.1
Camkv	ENSMUST00000035700.8	CaM kinase-like vesicle-associated 	70	2	0	1	1	0	mmu-miR-146b-3p	-0.28	-0.28	< 0.1
Slc29a3	ENSMUST00000119595.2	solute carrier family 29 (nucleoside transporters), member 3 	72	2	0	2	0	0	mmu-miR-146b-3p	-0.27	-0.30	< 0.1
Mrto4	ENSMUST00000102503.4	MRT4, mRNA turnover 4, homolog (S. cerevisiae) 	1226	2	0	1	1	0	mmu-miR-146b-3p	-0.27	-0.31	< 0.1
Slc24a1	ENSMUST00000037798.7	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1 	13	1	1	0	0	1	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Pik3ca	ENSMUST00000029201.8	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide 	1076	1	1	0	0	0	mmu-miR-146b-3p	-0.27	-0.31	< 0.1
Gm7534	ENSMUST00000097849.2	predicted gene 7534 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Tmco6	ENSMUST00000007046.7	transmembrane and coiled-coil domains 6 	23	1	0	1	0	0	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Csrp1	ENSMUST00000097561.3	cysteine and glycine-rich protein 1 	18	1	1	0	0	0	mmu-miR-146b-3p	-0.27	-0.32	< 0.1
Blnk	ENSMUST00000117695.2	B cell linker 	15	1	0	1	0	0	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Npy6r	ENSMUST00000042747.3	neuropeptide Y receptor Y6 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Serpine1	ENSMUST00000041388.5	serine (or cysteine) peptidase inhibitor, clade E, member 1 	39	1	1	0	0	0	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
2210408I21Rik	ENSMUST00000168779.1	RIKEN cDNA 2210408I21 gene 	40	1	1	0	0	1	mmu-miR-146b-3p	-0.27	-0.47	< 0.1
Map3k14	ENSMUST00000021324.2	mitogen-activated protein kinase kinase kinase 14 	36	1	0	0	1	1	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Trib1	ENSMUST00000067543.6	tribbles homolog 1 (Drosophila) 	267	1	1	0	0	0	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Fam174b	ENSMUST00000107456.2	family with sequence similarity 174, member B 	471	1	0	1	0	0	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Pip5k1a	ENSMUST00000107236.3	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha 	1241	1	1	0	0	0	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Nme6	ENSMUST00000119376.2	NME/NM23 nucleoside diphosphate kinase 6 	729	2	0	1	1	0	mmu-miR-146b-3p	-0.27	-0.39	< 0.1
Gad1-ps	ENSMUST00000167243.1	glutamate decarboxylase 1, pseudogene 	6	1	1	0	0	1	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Themis2	ENSMUST00000045154.5	thymocyte selection associated family member 2 	159	2	0	2	0	0	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Mall	ENSMUST00000028856.2	mal, T cell differentiation protein-like 	119	1	1	0	0	0	mmu-miR-146b-3p	-0.27	-0.40	< 0.1
Gm13251	ENSMUST00000105733.2	predicted gene 13251 	7	2	1	1	0	0	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Pdcd1	ENSMUST00000027507.7	programmed cell death 1 	5	1	0	0	1	1	mmu-miR-146b-3p	-0.27	-0.27	< 0.1
Gm16223	ENSMUST00000087332.4	predicted gene 16223 	56	1	0	1	0	1	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Ctnna2	ENSMUST00000162273.1	catenin (cadherin associated protein), alpha 2 	7	2	0	1	1	0	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Kcnq3	ENSMUST00000070256.7	potassium voltage-gated channel, subfamily Q, member 3 	10	3	2	1	0	0	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Slc25a35	ENSMUST00000018884.5	solute carrier family 25, member 35 	222	3	1	1	1	2	mmu-miR-146b-3p	-0.26	-0.45	< 0.1
Pspc1	ENSMUST00000022507.6	paraspeckle protein 1 	712	1	0	0	1	0	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Tvp23a	ENSMUST00000051118.6	trans-golgi network vesicle protein 23A 	7	1	1	0	0	0	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Npy2r	ENSMUST00000029633.4	neuropeptide Y receptor Y2 	5	1	1	0	0	0	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Smim6	ENSMUST00000132961.1	small integral membrane protein 6 	45	1	0	1	0	0	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Cdip1	ENSMUST00000004173.6	cell death inducing Trp53 target 1 	2796	2	1	0	1	2	mmu-miR-146b-3p	-0.26	-0.58	< 0.1
Marf1	ENSMUST00000090300.4	meiosis arrest female 1 	1011	1	1	0	0	0	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Gm10729	ENSMUST00000099104.2	predicted gene 10729 	5	1	0	0	1	0	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Fscn1	ENSMUST00000031565.9	fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus) 	10155	1	1	0	0	0	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Mxd4	ENSMUST00000042701.7	Max dimerization protein 4 	2773	1	0	1	0	3	mmu-miR-146b-3p	-0.26	-0.30	< 0.1
Fam103a1	ENSMUST00000042166.5	family with sequence similarity 103, member A1 	50	1	0	0	1	0	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Gemin8	ENSMUST00000056410.5	gem (nuclear organelle) associated protein 8 	6	1	1	0	0	0	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Bhlhe40	ENSMUST00000032194.5	basic helix-loop-helix family, member e40 	1556	2	0	0	2	0	mmu-miR-146b-3p	-0.26	-0.27	< 0.1
Rnf222	ENSMUST00000065213.4	ring finger protein 222 	6	2	0	1	1	2	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Letmd1	ENSMUST00000037001.8	LETM1 domain containing 1 	2438	1	1	0	0	0	mmu-miR-146b-3p	-0.26	-0.27	< 0.1
Arhgap19	ENSMUST00000026150.9	Rho GTPase activating protein 19 	733	1	1	0	0	0	mmu-miR-146b-3p	-0.26	-0.26	< 0.1
Rhod	ENSMUST00000117462.1	ras homolog gene family, member D 	1484	2	0	2	0	0	mmu-miR-146b-3p	-0.26	-0.33	< 0.1
Ankrd60	ENSMUST00000119453.2	ankyrin repeat domain 60 	5	1	0	0	1	0	mmu-miR-146b-3p	-0.25	-0.25	< 0.1
Gbp7	ENSMUST00000171263.2	guanylate binding protein 7 	188	1	0	0	1	2	mmu-miR-146b-3p	-0.25	-0.25	< 0.1
Rpp25l	ENSMUST00000038434.3	ribonuclease P/MRP 25 subunit-like 	1611	1	0	0	1	0	mmu-miR-146b-3p	-0.25	-0.26	< 0.1
Mfi2	ENSMUST00000023464.5	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5 	5	1	1	0	0	0	mmu-miR-146b-3p	-0.25	-0.25	< 0.1
Ccdc39	ENSMUST00000029222.5	coiled-coil domain containing 39 	52	2	1	0	1	0	mmu-miR-146b-3p	-0.25	-0.32	< 0.1
Vopp1	ENSMUST00000114297.2	vesicular, overexpressed in cancer, prosurvival protein 1 	18	1	0	1	0	1	mmu-miR-146b-3p	-0.25	-0.25	< 0.1
Fchsd2	ENSMUST00000032931.7	FCH and double SH3 domains 2 	82	1	1	0	0	0	mmu-miR-146b-3p	-0.25	-0.26	< 0.1
Erc1	ENSMUST00000183703.2	ELKS/RAB6-interacting/CAST family member 1 	121	1	1	0	0	0	mmu-miR-146b-3p	-0.25	-0.25	< 0.1
Dpagt1	ENSMUST00000054708.3	dolichyl-phosphate (UDP-N-acetylglucosamine) acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase) 	1824	1	0	1	0	1	mmu-miR-146b-3p	-0.25	-0.25	< 0.1
Il1rl2	ENSMUST00000095020.3	interleukin 1 receptor-like 2 	58	1	1	0	0	0	mmu-miR-146b-3p	-0.25	-0.28	< 0.1
Smad3	ENSMUST00000034973.4	SMAD family member 3 	353	3	1	1	1	0	mmu-miR-146b-3p	-0.25	-0.26	< 0.1
Tspo2	ENSMUST00000162481.1	translocator protein 2 	5	1	0	0	1	0	mmu-miR-146b-3p	-0.25	-0.25	< 0.1
C330011M18Rik	ENSMUST00000071067.3	RIKEN cDNA C330011M18 gene 	44	1	0	0	1	0	mmu-miR-146b-3p	-0.25	-0.25	< 0.1
Gm17567	ENSMUST00000164429.1	predicted gene, 17567 	42	2	0	0	2	2	mmu-miR-146b-3p	-0.25	-0.25	< 0.1
Tnpo1	ENSMUST00000109399.3	transportin 1 	7052	1	1	0	0	2	mmu-miR-146b-3p	-0.25	-0.25	< 0.1
Sgtb	ENSMUST00000044385.8	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta 	80	1	0	1	0	0	mmu-miR-146b-3p	-0.25	-0.26	< 0.1
Eda	ENSMUST00000113776.2	ectodysplasin-A 	60	1	1	0	0	1	mmu-miR-146b-3p	-0.25	-0.25	< 0.1
Men1	ENSMUST00000113504.4	multiple endocrine neoplasia 1 	68	2	0	2	0	0	mmu-miR-146b-3p	-0.25	-0.25	< 0.1
Ip6k1	ENSMUST00000035214.5	inositol hexaphosphate kinase 1 	3550	2	0	1	1	0	mmu-miR-146b-3p	-0.25	-0.28	< 0.1
Irf4	ENSMUST00000021784.3	interferon regulatory factor 4 	35	1	1	0	0	0	mmu-miR-146b-3p	-0.25	-0.30	< 0.1
5730409E04Rik	ENSMUST00000097886.3	RIKEN cDNA 5730409E04Rik gene 	435	1	1	0	0	0	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Gad1	ENSMUST00000094934.5	glutamate decarboxylase 1 	8	1	1	0	0	1	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Xrcc3	ENSMUST00000021715.5	X-ray repair complementing defective repair in Chinese hamster cells 3 	118	1	0	1	0	0	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Slc6a2	ENSMUST00000072939.6	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2 	44	2	2	0	0	0	mmu-miR-146b-3p	-0.24	-0.29	< 0.1
Tie1	ENSMUST00000184261.2	tyrosine kinase with immunoglobulin-like and EGF-like domains 1 	362	1	1	0	0	0	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Ak7	ENSMUST00000040876.5	adenylate kinase 7 	44	1	0	1	0	0	mmu-miR-146b-3p	-0.24	-0.25	< 0.1
Ptprt	ENSMUST00000109445.3	protein tyrosine phosphatase, receptor type, T 	8	3	0	1	2	1	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Gp49a	ENSMUST00000102894.3	glycoprotein 49 A 	41	1	0	0	1	1	mmu-miR-146b-3p	-0.24	-0.30	< 0.1
Esp1	ENSMUST00000161110.1	exocrine gland secreted peptide 1 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Tmcc2	ENSMUST00000045473.10	transmembrane and coiled-coil domains 2 	153	1	1	0	0	0	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Pbk	ENSMUST00000022612.4	PDZ binding kinase 	1350	1	0	1	0	0	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Tmed2	ENSMUST00000060226.5	transmembrane emp24 domain trafficking protein 2 	430	1	0	1	0	2	mmu-miR-146b-3p	-0.24	-0.31	< 0.1
Rangap1	ENSMUST00000170134.2	RAN GTPase activating protein 1 	2550	2	0	2	0	0	mmu-miR-146b-3p	-0.24	-0.26	< 0.1
Vash1	ENSMUST00000021681.3	vasohibin 1 	111	2	1	0	1	1	mmu-miR-146b-3p	-0.24	-0.26	< 0.1
Eif4ebp2	ENSMUST00000020288.8	eukaryotic translation initiation factor 4E binding protein 2 	13138	2	1	0	1	1	mmu-miR-146b-3p	-0.24	-0.26	< 0.1
E2f2	ENSMUST00000061721.5	E2F transcription factor 2 	59	2	1	0	1	1	mmu-miR-146b-3p	-0.24	-0.26	< 0.1
Serp1	ENSMUST00000029385.7	stress-associated endoplasmic reticulum protein 1 	4897	1	0	1	0	1	mmu-miR-146b-3p	-0.24	-0.27	< 0.1
Mitd1	ENSMUST00000027257.8	MIT, microtubule interacting and transport, domain containing 1 	77	1	0	0	1	0	mmu-miR-146b-3p	-0.24	-0.26	< 0.1
Cldn6	ENSMUST00000024699.2	claudin 6 	7	1	0	1	0	0	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Npm2	ENSMUST00000062629.4	nucleophosmin/nucleoplasmin 2 	17	1	0	1	0	0	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Gm3839	ENSMUST00000181173.1	predicted pseudogene 3839 	5	1	1	0	0	0	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Inpp5f	ENSMUST00000043138.7	inositol polyphosphate-5-phosphatase F 	2206	1	0	0	1	0	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Map3k6	ENSMUST00000030677.6	mitogen-activated protein kinase kinase kinase 6 	161	1	0	0	1	0	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Tspan31	ENSMUST00000060991.4	tetraspanin 31 	789	1	0	1	0	0	mmu-miR-146b-3p	-0.24	-0.24	< 0.1
Magi2	ENSMUST00000101558.4	membrane associated guanylate kinase, WW and PDZ domain containing 2 	129	1	1	0	0	0	mmu-miR-146b-3p	-0.24	-0.25	< 0.1
Gatsl2	ENSMUST00000016088.8	GATS protein-like 2 	177	2	1	1	0	1	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
N28178	ENSMUST00000107975.2	expressed sequence N28178 	23	2	1	0	1	0	mmu-miR-146b-3p	-0.23	-0.25	< 0.1
Msc	ENSMUST00000027062.6	musculin 	17	1	0	1	0	1	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Ptpn20	ENSMUST00000022508.6	protein tyrosine phosphatase, non-receptor type 20 	7	1	1	0	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
B020004C17Rik	ENSMUST00000178161.1	RIKEN cDNA B020004C17 gene 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Dynap	ENSMUST00000025390.2	dynactin associated protein 	7	1	0	0	1	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Ccnf	ENSMUST00000115390.3	cyclin F 	309	1	1	0	0	0	mmu-miR-146b-3p	-0.23	-0.24	< 0.1
Shc2	ENSMUST00000163867.2	SHC (Src homology 2 domain containing) transforming protein 2 	48	2	1	0	1	0	mmu-miR-146b-3p	-0.23	-0.38	< 0.1
Gan	ENSMUST00000064488.5	giant axonal neuropathy 	541	5	1	1	3	2	mmu-miR-146b-3p	-0.23	-0.25	< 0.1
D130040H23Rik	ENSMUST00000078257.6	RIKEN cDNA D130040H23 gene 	83	2	0	1	1	5	mmu-miR-146b-3p	-0.23	-0.24	< 0.1
Tomm40l	ENSMUST00000111327.2	translocase of outer mitochondrial membrane 40 homolog-like (yeast) 	1313	1	0	1	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Lingo4	ENSMUST00000050975.3	leucine rich repeat and Ig domain containing 4 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Cd83	ENSMUST00000015540.2	CD83 antigen 	178	1	0	1	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Eya2	ENSMUST00000063433.7	eyes absent 2 homolog (Drosophila) 	107	1	0	1	0	1	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Dnajc7	ENSMUST00000014339.9	DnaJ (Hsp40) homolog, subfamily C, member 7 	138	1	0	0	1	0	mmu-miR-146b-3p	-0.23	-0.24	< 0.1
Tm4sf5	ENSMUST00000019063.2	transmembrane 4 superfamily member 5 	13	1	0	0	1	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Slc5a3	ENSMUST00000113975.2	solute carrier family 5 (inositol transporters), member 3 	2953	2	1	0	1	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Laptm5	ENSMUST00000151698.2	lysosomal-associated protein transmembrane 5 	1106	2	0	1	1	2	mmu-miR-146b-3p	-0.23	-0.24	< 0.1
Chrnb2	ENSMUST00000029562.3	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal) 	19	1	1	0	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Rab43	ENSMUST00000078647.5	RAB43, member RAS oncogene family 	1244	1	1	0	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Gm11149	ENSMUST00000068730.3	predicted gene 11149 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Mreg	ENSMUST00000048860.8	melanoregulin 	1713	1	1	0	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Stip1	ENSMUST00000025918.7	stress-induced phosphoprotein 1 	9207	1	0	1	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Kcnj10	ENSMUST00000056136.3	potassium inwardly-rectifying channel, subfamily J, member 10 	172	2	1	0	1	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Churc1	ENSMUST00000110399.2	churchill domain containing 1 	21	1	0	1	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Kctd11	ENSMUST00000050555.4	potassium channel tetramerisation domain containing 11 	60	1	0	1	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
BC005624	ENSMUST00000028205.8	cDNA sequence BC005624 	277	1	0	1	0	0	mmu-miR-146b-3p	-0.23	-0.24	< 0.1
Gid8	ENSMUST00000029090.3	GID complex subunit 8 homolog (S. cerevisiae) 	1788	3	1	0	2	0	mmu-miR-146b-3p	-0.23	-0.27	< 0.1
Vat1l	ENSMUST00000049509.6	vesicle amine transport protein 1 homolog-like (T. californica) 	25	1	1	0	0	0	mmu-miR-146b-3p	-0.23	-0.27	< 0.1
Gm9830	ENSMUST00000178509.1	predicted gene 9830 	3	1	0	0	1	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Pik3r6	ENSMUST00000102613.2	phosphoinositide-3-kinase, regulatory subunit 6 	78	1	1	0	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Atp1a4	ENSMUST00000111243.1	ATPase, Na+/K+ transporting, alpha 4 polypeptide 	119	1	0	1	0	0	mmu-miR-146b-3p	-0.23	-0.23	< 0.1
Pigr	ENSMUST00000027675.8	polymeric immunoglobulin receptor 	5709	1	1	0	0	0	mmu-miR-146b-3p	-0.22	-0.23	< 0.1
Gapdh	ENSMUST00000117757.3	glyceraldehyde-3-phosphate dehydrogenase 	46	1	1	0	0	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Tc2n	ENSMUST00000162735.2	tandem C2 domains, nuclear 	179	1	1	0	0	0	mmu-miR-146b-3p	-0.22	-0.32	< 0.1
Cyp2d37-ps	ENSMUST00000100380.3	cytochrome P450, family 2, subfamily d, polypeptide 37, pseudogene 	898	1	0	1	0	1	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Optn	ENSMUST00000114996.2	optineurin 	807	1	1	0	0	0	mmu-miR-146b-3p	-0.22	-0.30	< 0.1
Trmt2b	ENSMUST00000087541.6	TRM2 tRNA methyltransferase 2B 	510	2	0	0	2	0	mmu-miR-146b-3p	-0.22	-0.23	< 0.1
Pfkfb3	ENSMUST00000028114.7	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 	7893	3	1	1	1	1	mmu-miR-146b-3p	-0.22	-0.28	< 0.1
Lilrb4	ENSMUST00000105482.2	leukocyte immunoglobulin-like receptor, subfamily B, member 4 	123	1	0	0	1	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Lphn2	ENSMUST00000106128.2	latrophilin 2 	1132	1	0	1	0	1	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Vwa3b	ENSMUST00000117172.3	von Willebrand factor A domain containing 3B 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
AU019823	ENSMUST00000131351.2	expressed sequence AU019823 	31	1	0	1	0	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Emp1	ENSMUST00000032330.10	epithelial membrane protein 1 	9288	1	0	0	1	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Eif2s3x	ENSMUST00000050328.9	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked 	62	1	0	1	0	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Tbc1d10b	ENSMUST00000120705.1	TBC1 domain family, member 10b 	1010	1	0	1	0	1	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
1810011H11Rik	ENSMUST00000039191.6	RIKEN cDNA 1810011H11 gene 	59	1	0	1	0	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Itgb6	ENSMUST00000059888.9	integrin beta 6 	87	1	0	1	0	0	mmu-miR-146b-3p	-0.22	-0.27	< 0.1
Inf2	ENSMUST00000101029.2	inverted formin, FH2 and WH2 domain containing 	1253	2	0	0	2	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Zfp36	ENSMUST00000051241.5	zinc finger protein 36 	247	1	0	1	0	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Esyt3	ENSMUST00000042158.7	extended synaptotagmin-like protein 3 	39	2	0	2	0	1	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Sdr16c6	ENSMUST00000095151.6	short chain dehydrogenase/reductase family 16C, member 6 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Crx	ENSMUST00000044434.7	cone-rod homeobox 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Sec61a1	ENSMUST00000032168.5	Sec61 alpha 1 subunit (S. cerevisiae) 	3157	1	1	0	0	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Ttc38	ENSMUST00000146088.2	tetratricopeptide repeat domain 38 	77	1	1	0	0	0	mmu-miR-146b-3p	-0.22	-0.23	< 0.1
Sdhd	ENSMUST00000000175.4	succinate dehydrogenase complex, subunit D, integral membrane protein 	572	1	0	0	1	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Sirt2	ENSMUST00000170068.2	sirtuin 2 	315	1	0	1	0	0	mmu-miR-146b-3p	-0.22	-0.22	< 0.1
Tbcel	ENSMUST00000066148.6	tubulin folding cofactor E-like 	60	4	4	0	0	1	mmu-miR-146b-3p	-0.22	-0.23	< 0.1
Trim12a	ENSMUST00000070943.6	tripartite motif-containing 12A 	5	1	0	0	1	0	mmu-miR-146b-3p	-0.21	-0.21	< 0.1
Prdx3	ENSMUST00000025961.6	peroxiredoxin 3 	1114	1	0	0	1	0	mmu-miR-146b-3p	-0.21	-0.21	< 0.1
Spryd4	ENSMUST00000061995.8	SPRY domain containing 4 	430	1	0	0	1	0	mmu-miR-146b-3p	-0.21	-0.24	< 0.1
Eid1	ENSMUST00000164756.3	EP300 interacting inhibitor of differentiation 1 	2207	1	0	0	1	0	mmu-miR-146b-3p	-0.21	-0.22	< 0.1
Pcdhga12	ENSMUST00000066149.7	protocadherin gamma subfamily A, 12 	241	1	1	0	0	0	mmu-miR-146b-3p	-0.21	-0.22	< 0.1
Rap1gap	ENSMUST00000097837.5	Rap1 GTPase-activating protein 	845	1	1	0	0	0	mmu-miR-146b-3p	-0.21	-0.21	< 0.1
Prrg3	ENSMUST00000048790.6	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) 	304	4	0	2	2	1	mmu-miR-146b-3p	-0.21	-0.22	< 0.1
